x1,x2,y
A1,B2,-0.9548146899892328
A1,B2,-0.3729227571960992
A1,B1,-0.6087209372346714
A2,B2,0.8075584117656855
A1,B2,-0.18981276356912155
A1,B1,0.8222503164017131
A1,B1,0.8492888137252911
A2,B2,0.8697885388711619
A2,B1,6.735641504038885
A1,B1,1.2140647941388496
A2,B1,5.357253133163923
A1,B1,0.3823596614652235
A2,B2,1.9944262828975292
A2,B2,0.5919209715896068
A2,B2,-0.3730738160679381
A2,B2,1.3717929060933773
A2,B2,0.2433827561031744
A1,B1,0.8323104947716758
A1,B1,0.46211857843727844
A2,B2,1.5329843702045476
A2,B1,4.871176783048393
A1,B1,0.6548500142503024
A1,B1,2.166329903771289
A2,B1,4.5934984384993225
A1,B1,2.4590321611018378
A2,B2,1.3870566526039265
A1,B2,-0.9964541335339817
A2,B1,6.9269268896428295
A1,B2,-0.3964207272883946
A1,B1,1.343426739714553
A2,B2,2.223792490057559
A1,B1,-0.10147680440640583
A1,B2,0.3179616194391268
A1,B1,-0.5682163966532539
A2,B1,4.807347566272032
A1,B2,1.0236189912713756
A2,B1,3.7047737612978384
A1,B2,1.8430163624366622
A1,B1,2.207985097617937
A2,B2,0.5996202439225162
A1,B1,-0.035457405284239796
A1,B2,0.7246740346474093
A2,B2,0.743912469848151
A2,B2,0.6620073099194838
A1,B1,0.909626246267989
A2,B2,0.10719905460869417
A2,B1,4.596026665997161
A1,B1,0.19274718500673504
A1,B1,0.6740615053775474
A1,B1,0.569326447473828
A2,B2,3.516098776527257
A2,B2,1.56632259528695
A1,B2,-0.8674652000289486
A2,B2,-0.7103770942335046
A2,B2,0.2897201571221102
A1,B2,0.6393404130070565
A2,B1,5.373652264731776
A1,B1,0.6159330527695066
A1,B1,-0.23851150545925215
A2,B1,6.6538793301016295
A2,B1,4.798844413937404
A1,B1,1.6500449862182238
A1,B1,1.962476930922311
A2,B1,3.929215128782049
A1,B2,0.9181872783615049
A1,B2,-0.09936878658314628
A2,B1,2.649716580287367
A1,B1,1.056468070260225
A1,B1,1.826348142014531
A2,B1,3.5405154815707047
A1,B1,-0.11975654173044581
A2,B1,5.797833233060629
A2,B1,6.437740639147153
A1,B1,2.3161328460229234
A2,B1,4.013526175700499
A1,B1,0.29329585091390964
A2,B1,6.244655855650415
A2,B1,6.076907176335176
A2,B1,3.611890583233592
A1,B1,0.5008905756520137
A2,B1,2.4135123202712445
A1,B1,0.8433069681927656
A2,B2,2.0455437605818263
A2,B2,0.3795690322406877
A1,B1,0.7642856823443283
A2,B2,1.1099848670131909
A2,B1,7.6737804147140745
A2,B2,1.0041917157853957
A1,B2,-0.9568553504201645
A1,B2,-0.6023393084690234
A1,B2,-0.44629792753127984
A1,B1,-0.15714988656883078
A2,B2,1.415622990216582
A1,B1,1.4208394731878666
A2,B2,-0.330584576024596
A1,B1,1.0248161626297325
A2,B1,6.09928768456731
A1,B2,-1.0816632465239664
A1,B2,1.4820271987149118
A1,B1,0.5929994007471726
A1,B1,1.2723561065573383
A2,B2,-0.6421143180077058
A1,B2,0.0532090551485406
A2,B2,3.0975243999492656
A2,B1,5.072605069636477
A1,B2,-0.08829823234169865
A2,B1,5.790040058457317
A2,B1,3.210673439467696
A1,B1,1.2759131569735505
A1,B2,-0.31595253020570685
A1,B2,1.0340079343049862
A2,B1,5.343939827521322
A2,B1,3.730930023411802
A1,B1,2.7554368655449704
A2,B2,1.274690312105059
A2,B1,4.210390080520658
A2,B2,1.5221537553777662
A1,B1,2.4366186220539543
A2,B2,1.7543298052849408
A1,B2,-1.6433502023663775
A1,B2,0.25342020392529935
A2,B1,4.347093790192394
A2,B1,3.705305829259632
A1,B1,2.337072225739294
A2,B1,5.905208545494945
A2,B1,6.813772534834392
A1,B1,1.5794309175880006
A2,B1,5.769262890466277
A2,B1,6.156519024035239
A1,B2,1.353516436708235
A2,B2,0.1880411345817714
A2,B2,1.3333738849012007
A2,B1,4.748020128787364
A2,B1,3.820172520196675
A1,B1,0.1751389976778911
A1,B2,-0.19450855487992744
A2,B2,-0.11497634150672109
A1,B2,-0.07719578284466777
A2,B1,6.063130996050392
A2,B2,0.441848695016958
A2,B1,4.404178530500751
A2,B2,1.2316240073102211
A1,B1,-0.8383747946985018
A1,B1,-0.36991210074806125
A1,B2,-0.5574323673038396
A2,B2,1.7884291815970998
A2,B2,1.821187435879106
A2,B1,5.076327769190204
A2,B1,5.255024658040649
A1,B1,0.9460264571987385
A2,B2,1.451189236090602
A2,B1,3.605178158277006
A1,B1,1.3948772575974568
A1,B1,0.23458679476510003
A2,B1,5.193074988197902
A1,B1,1.8180611696283346
A1,B2,-0.7856554735984838
A2,B2,1.1085973156159918
A2,B2,1.993386664807146
A2,B2,0.2603258597675794
A2,B1,5.16018344854789
A1,B1,1.323263125389704
A2,B2,1.11542650742585
A2,B1,5.375774628865062
A2,B1,5.730510878152689
A2,B2,-0.5103343889569221
A2,B2,1.662389223077861
A2,B1,5.180510266698361
A2,B1,5.1647027971337565
A1,B2,0.08124763141371993
A1,B2,1.5006523355205237
A1,B2,-1.5824961141144398
A1,B2,-0.7240863890148961
A2,B2,0.23264329297865938
A1,B1,1.457779603331828
A2,B1,3.7506006591409795
A1,B1,1.1936028808792998
A1,B1,0.46325746722764605
A2,B1,4.807484495454787
A1,B1,1.7083330632231366
A2,B2,1.029895980671603
A2,B2,0.38729322717776293
A1,B2,0.056565323614310305
A2,B1,4.911433171247236
A1,B2,-0.111947719075217
A2,B2,-0.5231178737910569
A1,B2,0.023146408316325116
A1,B2,1.3631440660364194
A1,B1,2.4929049532942376
A2,B2,0.041344224992411416
A2,B1,5.639149695055689
A2,B2,1.7498384198165862
A2,B1,4.297734501285052
A2,B2,0.13581982668003512
A2,B2,2.3342575367739133
A2,B2,-0.5209035610668651
A1,B1,1.113363214808453
A2,B2,-0.12153177616064847
A1,B1,1.0919135605727082
A1,B1,-0.03761209128466381
A1,B2,0.14203255314169372
A1,B2,0.34718211374760827
A2,B1,3.8001852334923756
A1,B2,0.6404959614400663
A2,B1,6.011243535337824
A2,B2,0.34511449220377555
A2,B2,0.8205898040459472
A1,B1,0.9660480293213001
A2,B1,6.02216654210524
A1,B2,-0.050475538318945516
A2,B2,1.6186977709276045
A2,B2,0.5213919159775566
A2,B1,4.4953527321956415
A1,B1,4.100418861705595
A2,B1,4.23470465369291
A1,B2,-2.0433799279655362
A1,B1,1.6354208103609067
A2,B2,0.66989513589543
A2,B1,5.345555087339928
A1,B1,1.2774762181759018
A2,B1,3.7828942024004144
A2,B1,4.7620829798908
A2,B1,3.9363812862095138
A2,B1,5.299988105502588
A2,B2,1.6906663829227786
A2,B2,1.4547249660575527
A2,B2,-0.36845757072649965
A1,B2,-0.9288823992466771
A1,B1,-0.2856421039516823
A1,B1,2.1080719825566465
A1,B1,0.13217672263833413
A1,B2,0.76238701611491
A2,B2,-0.3030179627334473
A2,B2,1.9792639237365486
A2,B2,-0.24472989554237334
A1,B1,1.4343449477900188
A2,B2,2.1585420640032194
A1,B1,0.20155446326463478
A1,B2,2.7630931936951444
A1,B2,-1.3999671652168602
A1,B2,-1.7516536457329817
A2,B1,3.970386811078722
A1,B1,0.8712959811797915
A1,B1,2.7311747658702785
A2,B1,3.4302030201225
A1,B1,2.557449391494866
A1,B1,0.03036757487703501
A1,B2,0.8474955490983374
A2,B1,4.599313394185663
A1,B1,1.6128993860319876
A2,B1,4.557190587658648
A1,B2,0.6798735629207031
A2,B1,5.122993701202842
A2,B1,5.389081219026277
A2,B1,7.114229996397592
A2,B1,4.669877936459055
A2,B2,0.13806849376339914
A1,B1,1.5544576172503606
A1,B2,-0.9731745295503608
A2,B1,3.7813594184961596
A2,B2,1.3178324274569748
A2,B2,1.6205891897180698
A1,B2,-1.0898521277861215
A1,B1,1.6163100759794118
A2,B1,6.565569120494356
A1,B1,1.880775224191008
A2,B1,5.28829349158612
A1,B1,0.5118220210042919
A2,B2,1.1117615395742897
A1,B2,0.036334019245241406
A1,B2,0.7159698515575544
A1,B2,1.9901330698616349
A1,B1,0.38530524797085486
A2,B1,6.090617694663587
A1,B1,0.2572161334739701
A1,B2,0.31409465739453907
A1,B2,-3.6344787334470787
A1,B2,-0.33732671312543694
A1,B1,0.371603709817216
A2,B2,1.8422589149380655
A1,B2,-1.8034166897979251
A1,B2,-0.7228618915423163
A2,B2,1.270575023671204
A1,B2,-0.4940037860811214
A1,B1,1.465713403029725
A1,B1,1.6546702346213877
A1,B2,-0.48813182871187905
A1,B2,-0.6951503586843538
A2,B2,1.677468475053153
A1,B1,0.4342489853670811
A2,B2,0.0562018934237144
A1,B2,1.2037725236719148
A2,B1,6.922573214271534
A2,B1,6.2316012081893914
A1,B1,0.3972411310134354
A1,B1,0.19937982866746995
A1,B1,0.5318644395185981
A2,B1,4.702077850965208
A2,B1,4.573591719001806
A2,B2,-0.25819162598524503
A2,B1,6.161960059695687
A1,B2,0.3081993777134912
A1,B1,-0.32139542191600023
A1,B2,-0.7475599663807452
A1,B1,1.0163737276259381
A1,B1,0.8627244507861678
A1,B1,1.4498572621824932
A1,B2,1.7007832276399706
A1,B2,-1.236193686055897
A2,B1,5.269134072456079
A2,B2,1.4242247279913218
A1,B1,-0.5412509129620573
A1,B1,-0.3679032940219462
A1,B1,1.4068385319227599
A2,B1,5.4908299106947105
A1,B1,1.5295294227213758
A2,B1,3.448701480403987
A2,B2,1.9869972768365827
A2,B1,4.472301611268437
A2,B2,0.9110490702037456
A1,B1,-0.47907317484154155
A1,B1,1.106802828268269
A1,B2,1.3383224842783923
A1,B2,0.9038554854521971
A1,B1,0.9024831104306684
A2,B2,0.18991777396496468
A1,B1,1.6056217452136363
A1,B1,2.8607113384938128
A1,B2,0.37205542249494716
A2,B1,5.503763946703312
A1,B2,0.41387285111774524
A2,B2,2.3640272456943494
A2,B1,4.348088224311742
A2,B1,3.9007770500056873
A2,B2,2.342772054403264
A1,B1,0.9328007322804851
A2,B1,6.711192533809809
A2,B1,5.241543319993273
A1,B1,0.263676613394638
A2,B2,1.6558229497376995
A1,B1,3.0668691585289203
A1,B2,0.3943733419643003
A1,B1,2.425630163877388
A2,B2,0.46193068702422746
A2,B1,4.563699754133843
A1,B2,0.17226569994730517
A1,B2,-0.06666088976869973
A2,B1,3.342775230945091
A1,B2,-0.9997642506327352
A2,B2,1.941242364559764
A2,B2,0.1629329456680163
A1,B2,-0.5867010561606125
A2,B2,1.7946376910068427
A1,B2,-1.6589390131094348
A2,B1,3.7552610704239626
A2,B2,0.5864103575904831
A1,B1,0.908760773431108
A1,B1,3.732872375318898
A1,B1,1.5558660558424333
A1,B1,2.4220911206807707
A1,B2,1.1177690219235366
A2,B1,4.680090446116091
A1,B2,-0.2595654267467914
A2,B2,3.4951764749425775
A2,B2,0.29627861992209015
A1,B1,0.8608774064504656
A1,B2,-0.43250860660303997
A2,B2,1.4143955839088318
A2,B1,3.4119538681843213
A2,B1,4.154762221731484
A2,B2,0.9485623719966934
A1,B1,1.1348550850215129
A1,B2,-0.2746380962700671
A2,B2,-0.38693238371633254
A2,B1,3.9449886881196514
A1,B2,1.5244230213984802
A1,B2,-1.6860260596976218
A1,B1,1.5913522434839886
A1,B2,1.2674595117451921
A2,B1,3.734397664660839
A2,B2,-0.025447494129197334
A2,B1,5.476137870023583
A1,B1,-1.0378438160422956
A1,B1,2.422212520979687
A2,B2,2.266381062253335
A1,B1,1.393438241773477
A1,B2,-0.45472262363227933
A2,B1,4.348504772423679
A1,B2,0.5984390306984508
A1,B2,0.9830494850787129
A2,B1,7.10079050163187
A1,B1,-0.45461643153956466
A2,B2,2.1381371746600264
A2,B1,5.402158315036471
A2,B2,0.9020692307185378
A1,B2,-2.136137860277507
A2,B1,5.017120272264858
A1,B2,0.8817058725675003
A2,B2,1.9066630887830904
A2,B2,1.4784256731845422
A2,B1,4.62296545388365
A2,B1,6.313044111807611
A2,B1,5.258479573868992
A1,B2,-1.021776964969648
A1,B2,2.1449319616592777
A1,B2,0.6450853058869999
A2,B2,1.3113089793852297
A1,B1,0.22711089804604212
A2,B1,7.056672098571889
A2,B1,4.490062321383521
A1,B1,0.1934144253183563
A1,B1,2.7810851833131536
A2,B2,0.4545458956322431
A1,B2,-0.014437211902592268
A2,B1,6.069979752542452
A1,B2,0.23587665613442185
A1,B2,-0.9331800694599044
A2,B1,4.725588608036938
A1,B1,1.021758524864474
A2,B1,4.998571834313551
A2,B2,1.820164828592929
A2,B2,-1.1745422552007474
A2,B2,1.503894048665308
A2,B2,1.5782871072196234
A2,B2,-0.23439180229921752
A2,B1,4.547772467017106
A1,B1,1.7749046037229776
A2,B1,6.0396849481266575
A1,B1,-1.074333565655372
A2,B1,6.6023772992506915
A2,B1,4.824656395660584
A2,B2,0.3570033170705994
A2,B1,4.274028665662325
A1,B2,-0.9857845296954797
A1,B2,1.8594271342370183
A1,B2,2.288815429206947
A2,B2,0.1999359889084653
A1,B2,2.1330466110506308
A2,B1,4.958363051637719
A2,B1,5.165157440308862
A1,B2,-1.1404574028834709
A2,B2,1.8777174737436715
A2,B1,6.792044907995773
A1,B1,-0.5308373801367963
A1,B1,3.9849940917195
A2,B2,0.7432274471124214
A1,B2,0.5632217950049502
A2,B1,6.086224276077035
A1,B2,1.6460932606286138
A2,B1,6.311156055147695
A1,B1,1.3837782495762359
A2,B2,2.3484951086705057
A1,B2,0.8562753600124069
A1,B2,-0.5564295530366614
A1,B1,-1.1128489657631158
A1,B2,-0.23808757133563652
A2,B2,0.8098514436446993
A2,B2,2.418981656260285
A1,B2,0.08355239496313233
A1,B1,0.3161542999872904
A2,B1,6.2976513596670545
A2,B1,2.529682531320537
A1,B2,0.7828035249389103
A2,B2,1.1053952354335375
A2,B1,4.1852049200371955
A2,B1,4.116213726139586
A2,B1,2.850748769123367
A2,B1,5.583416415367846
A1,B1,0.6085408801003459
A1,B1,0.1808082985363051
A1,B2,0.8514788093120916
A2,B2,0.6531063994957755
A2,B2,-1.3644132205987933
A2,B2,0.5660539984514134
A1,B2,-1.6314378452546643
A1,B1,0.6095335643282813
A1,B2,-0.9042409774540889
A1,B1,-0.303835533697719
A1,B1,0.4892740266100255
A1,B1,-0.1291563381476255
A2,B1,5.912885246238672
A1,B1,1.8876731285681965
A1,B1,1.1458891924402266
A2,B1,4.8500353722737275
A2,B1,5.832189779027167
A1,B2,0.28812545175361753
A1,B1,0.01429548756385357
A2,B2,-0.3135144336816593
A1,B1,0.5855417824520364
A1,B1,2.091305080723889
A2,B2,1.7908758424285725
A2,B2,1.176067464001208
A2,B2,0.20067716923255385
A1,B1,0.433486405211855
A1,B2,-0.17039786445608854
A1,B2,-0.15645316843631565
A1,B1,1.6082003753364216
A1,B1,2.013365621648149
A1,B1,2.3893214138923553
A2,B2,0.6571470931797964
A2,B1,5.3119665026202325
A1,B1,1.7113894932388076
A2,B2,2.7507233293322577
A2,B2,1.9711814653147652
A2,B1,4.232005814957858
A1,B2,0.6037003625729236
A1,B1,1.853893234002697
A2,B1,5.044215827239915
A2,B1,6.387232508847582
A1,B1,0.9786842411130023
A2,B1,4.963274109166919
A2,B2,-0.019606821079258152
A2,B1,4.923722342695589
A1,B2,-0.13521574410164214
A2,B2,0.20792891552916737
A2,B2,0.26901539343491054
A1,B1,0.4785412704117745
A2,B1,4.036467153866896
A2,B1,6.309268580033921
A2,B1,4.5144640423638895
A2,B1,5.8990986805284935
A2,B2,1.6119012669644972
A2,B1,3.344803806791088
A1,B2,1.1368677309427841
A1,B2,0.6481255673287779
A1,B1,1.4348117816564647
A1,B2,-1.7612678387650638
A1,B2,-0.21799485253052528
A2,B1,2.7656474182969695
A2,B1,5.003773114609667
A2,B1,4.157632575498527
A1,B2,0.3297785644988362
A2,B1,4.510800660513592
A2,B2,0.99582138774553
A2,B1,5.325411484302042
A1,B1,0.5273099162492053
A1,B2,1.4880092775838478
A1,B1,1.1369227612831883
A2,B2,-0.20348424317518066
A2,B2,1.8622301312956138
A2,B1,3.237978596620298
A1,B2,-1.2459147675345836
A1,B2,0.23219128552884666
A2,B1,6.729263131824461
A1,B2,0.07319244397989691
A2,B1,6.310221939090152
A2,B2,3.4532935800847757
A2,B1,4.8282407598576444
A1,B2,1.1146933860826271
A2,B1,5.056874841548926
A2,B1,5.018221290920965
A2,B1,3.3743766593584903
A2,B2,-0.46743001940501805
A1,B2,-0.9198778352318876
A2,B2,1.0559295327718616
A2,B1,5.987598844489194
A2,B1,4.280906060074094
A1,B1,0.8498267594105291
A2,B1,5.042294441726733
A2,B1,3.288100451572008
A1,B2,0.9023561916755746
A2,B2,2.6106933830249988
A2,B1,3.5535399863991404
A2,B2,2.386608106931738
A1,B1,3.6659072910183506
A2,B1,6.311147658919431
A2,B1,4.132782444043847
A2,B1,4.8295092888718605
A2,B1,5.272299049693697
A2,B2,-0.05027517982858942
A2,B2,-0.8882573336724604
A1,B2,-1.0813984409174742
A1,B1,-0.8024068227310179
A2,B1,5.956101473859253
A1,B2,1.0926945112121034
A2,B2,1.3108596204191263
A2,B1,3.7025712264963966
A1,B2,0.8581310695976762
A1,B1,0.5229911056909351
A1,B2,-1.6717753244117564
A2,B2,2.0225966520714196
A1,B1,1.1642095927835687
A2,B1,3.1553042407644076
A1,B2,-0.21295675808731812
A2,B1,3.8909061287796227
A2,B2,0.4907317178187476
A2,B1,4.321487414113246
A1,B2,-1.8447060554419188
A1,B1,1.1277986581638753
A2,B1,5.524365329326223
A2,B1,6.571535767749464
A1,B1,0.8597132287003071
A2,B2,0.8767084733737934
A1,B2,-1.3307375377408615
A1,B2,-0.3223947521487795
A1,B1,0.32795396293428325
A2,B2,-0.7612524497192368
A1,B2,-1.0433429352379298
A2,B1,4.546383784359869
A1,B2,-0.6344046927008232
A1,B2,0.5522032356274115
A2,B2,0.9969054502043662
A2,B2,-0.21478015546462026
A1,B2,-0.0626401331319108
A1,B2,-1.2472589835948784
A2,B1,4.498077427303342
A2,B2,0.7233934419149892
A2,B1,6.637902882057977
A2,B2,1.920339696932162
A1,B1,1.3742088562018453
A1,B2,-1.778636095189614
A2,B2,1.004464399391672
A2,B1,3.8046458006690713
A2,B2,1.2542432574014106
A2,B2,1.920054948679073
A1,B1,0.20919008318285182
A1,B1,1.8427877407399764
A2,B1,5.053479325889426
A2,B2,1.8779266010487357
A1,B1,0.567625580409819
A2,B1,4.974558877465152
A2,B1,4.083047498432162
A1,B1,0.6019338975336768
A2,B1,4.67570498884059
A1,B1,2.1901856712266596
A2,B2,0.10754973631684106
A2,B1,4.650209539099775
A2,B2,2.754368679525056
A2,B2,-0.7622918188040431
A1,B2,0.06361745550809479
A2,B2,0.16687123120203617
A1,B1,0.12677208119404437
A1,B2,-1.3237417799062365
A2,B2,0.8408733185638064
A1,B2,0.6364901620786247
A1,B2,-0.39535656599148294
A1,B1,1.0209832395418161
A2,B2,1.185162334182207
A1,B2,0.13299289729866975
A2,B2,0.18390357400793478
A1,B2,-0.5347675746258326
A1,B2,-1.38582475249405
A1,B1,1.0595999245273608
A2,B1,4.525354353224131
